complaint_id,title,description,department,priority,severity_score,fraud_score,is_duplicate,latitude,longitude,status,created_at
C00954,Park maintenance issue,Park maintenance issue. Certainly their another break expert just condition evening visit.,Parks,High,93,12,False,17.49592412,78.53313541,Pending,2025-11-03 08:52:51
C00955,Drain blockage,Drain blockage. Out citizen subject situation art she man break light increase.,Drainage,High,55,25,False,17.44529385,78.57146957,In Progress,2025-11-25 08:52:51
C00956,Loose electric wire,Loose electric wire. Such third foot determine difference home option eat toward now he dark add then.,Electrical,Low,16,33,False,17.32634941,78.61141615,Pending,2025-09-06 08:52:51
C00957,Trash accumulation,Trash accumulation. Political election hundred teacher economic painting subject.,Sanitation,High,72,2,False,17.5214742,78.358909,Pending,2026-03-05 08:52:51
C00958,Drain blockage,Drain blockage. May tonight seem design water ahead big from defense small dream throughout.,Drainage,Medium,40,2,False,17.39510837,78.51365456,Assigned,2026-04-06 08:52:51
C00959,Overflowing waste bins,Overflowing waste bins. Could economic today friend usually boy increase thus right game amount.,Sanitation,High,80,98,False,17.24268508,78.60262712,Closed,2026-03-04 08:52:51
C00960,Broken bench,Broken bench. Forward physical man cold fire those manage week staff poor economic wonder material consumer discover or.,Parks,Low,21,5,False,17.47961646,78.62553788,Pending,2025-10-06 08:52:51
C00961,Road crack,Road crack. Education national today own allow last yet system kid born way seem bill thought born despite.,Roads,Low,19,27,False,17.34986709,78.46940121,Resolved,2026-02-17 08:52:51
C00962,Illegal parking,Illegal parking. Together finish task TV history expect today interview many son everything draw here help break.,Traffic,High,63,81,False,17.51247987,78.4677749,In Progress,2025-08-12 08:52:51
C00963,Traffic congestion,Traffic congestion. Toward peace side husband product include certain animal her example situation interview civil receive page.,Traffic,Medium,40,28,False,17.33760214,78.40962717,Pending,2026-01-06 08:52:51
C00964,Damaged playground,Damaged playground. Traditional challenge challenge pretty painting big voice offer night.,Parks,High,79,93,False,17.29353864,78.3838535,Resolved,2025-08-10 08:52:51
C00965,Public nuisance,Public nuisance. Society recent create because reality particular mouth color create spring year back surface rise top.,Public Safety,Low,5,17,False,17.34678872,78.3976805,In Progress,2025-06-19 08:52:51
C00966,Loose electric wire,Loose electric wire. Both quality news open color fly customer effect actually between build seem myself occur at.,Electrical,Low,20,24,False,17.39945399,78.34427315,Closed,2026-05-04 08:52:51
C00967,Water leakage,Water leakage. Lawyer miss term hit wife learn evening quickly medical.,Water Supply,Critical,99,55,False,17.24216846,78.38241852,In Progress,2026-05-13 08:52:51
C00968,Waterlogging,Waterlogging. Join response hair over eye interesting impact young according while rule war attack interest something.,Drainage,Medium,42,23,False,17.2887433,78.50914613,In Progress,2025-12-02 08:52:51
C00969,Public nuisance,Public nuisance. Maybe service power citizen some lay big range answer reason business.,Public Safety,Low,21,3,False,17.39101658,78.57998487,Assigned,2025-07-30 08:52:51
C00970,Overflowing waste bins,Overflowing waste bins. Someone get life hit behavior expert oil.,Sanitation,High,96,34,False,17.4380841,78.34192774,Resolved,2025-09-03 08:52:51
C00971,Power outage,Power outage. Measure film hope boy defense most number alone reflect own relationship still Mrs up.,Electrical,High,70,98,False,17.28537538,78.59448269,Closed,2025-11-16 08:52:51
C00972,Overflowing waste bins,Overflowing waste bins. Think daughter ahead service language side would discuss how food involve with subject.,Sanitation,Medium,50,72,False,17.2807665,78.4646183,Resolved,2026-01-09 08:52:51
C00973,Unsafe area,Unsafe area. Assume before well time price never and subject experience environment oil them recently hot.,Public Safety,Medium,33,24,False,17.49788877,78.5882881,Pending,2025-09-05 08:52:51
C00974,Pothole on road,Pothole on road. Hand write really possible do these exactly approach room method discover.,Roads,Low,17,24,False,17.35126221,78.58675233,Pending,2025-12-06 08:52:51
C00975,Abandoned vehicle,Abandoned vehicle. Money stop us church guy national less brother firm new explain past heart stay.,Public Safety,High,85,46,False,17.30454392,78.45813303,Resolved,2026-01-22 08:52:51
C00976,Broken bench,Broken bench. Life put claim according draw class brother cause college own entire ball decade six take.,Parks,Medium,39,27,False,17.36457272,78.50724778,Resolved,2025-10-22 08:52:51
C00977,Unsafe area,Unsafe area. Special around service contain bring task manage maintain week between support bed.,Public Safety,Low,2,34,False,17.26717034,78.40250679,Resolved,2025-06-21 08:52:51
C00978,No water supply,No water supply. Grow major low green foreign six treat around.,Water Supply,Medium,31,55,False,17.32924086,78.35156885,Pending,2026-04-25 08:52:51
C00979,Drain blockage,Drain blockage. Young minute everyone southern fact data huge participant.,Drainage,Low,10,62,False,17.43087758,78.54625956,Closed,2026-04-23 08:52:51
C00980,Traffic signal failure,Traffic signal failure. Husband try American assume listen responsibility identify appear thank player.,Traffic,High,58,37,False,17.25056382,78.43199102,In Progress,2025-10-26 08:52:51
C00981,Traffic signal failure,Traffic signal failure. Strong probably good deal daughter night plant.,Traffic,High,70,63,False,17.24271501,78.51651144,Closed,2026-05-10 08:52:51
C00982,Park maintenance issue,Park maintenance issue. Color those style away hospital five yourself the consider difference line interview often.,Parks,Low,23,76,False,17.52528166,78.57938144,Assigned,2026-05-17 08:52:51
C00983,Pipeline burst,Pipeline burst. Throw growth serve middle special face movement new break involve only adult sometimes suffer decide trouble.,Water Supply,Critical,88,42,False,17.36761244,78.512562,Closed,2025-06-24 08:52:51
C00984,Waterlogging,Waterlogging. Especially eat occur ever family talk economy.,Drainage,High,87,62,False,17.28973305,78.46193708,Closed,2025-11-07 08:52:51
C00985,Sewage overflow,Sewage overflow. Sport data friend theory now five point dark under explain so.,Drainage,Medium,39,50,False,17.38963303,78.52140749,In Progress,2025-11-05 08:52:51
C00986,Unsafe area,Unsafe area. Military peace yes Democrat throw speak you water most sense rest cell.,Public Safety,Low,1,77,False,17.29548684,78.55195695,Resolved,2025-12-06 08:52:51
C00987,Illegal parking,Illegal parking. Admit decade let character together great activity suggest old research oil.,Traffic,Medium,46,52,False,17.34942181,78.43805343,Assigned,2025-06-26 08:52:51
C00988,Park maintenance issue,Park maintenance issue. Charge car down according close buy central.,Parks,High,82,89,False,17.23880354,78.59581116,Pending,2025-08-10 08:52:51
C00989,Broken bench,Broken bench. Individual manager whose live allow how speak send year general measure method market themselves him.,Parks,Low,19,90,False,17.30062034,78.5386554,Pending,2025-11-26 08:52:51
C00990,Loose electric wire,Loose electric wire. List other guess away opportunity exist behind country office commercial need party watch head.,Electrical,Medium,46,40,True,17.38713497,78.59355151,Pending,2025-07-14 08:52:51
C00991,Road crack,Road crack. Establish after piece daughter fast relate save across information plant relationship government increase sport.,Roads,Low,16,29,False,17.23779479,78.34344925,Closed,2025-09-20 08:52:51
C00992,Street light not working,Street light not working. Avoid they owner instead loss me within.,Electrical,Critical,91,39,False,17.34031559,78.35411434,In Progress,2026-04-22 08:52:51
C00993,Trash accumulation,Trash accumulation. Notice lot tonight keep different discussion physical care president voice civil her idea weight series believe.,Sanitation,Medium,42,71,False,17.39546465,78.46293593,Resolved,2026-01-07 08:52:51
C00994,Overflowing waste bins,Overflowing waste bins. This hit it simple industry level figure.,Sanitation,Medium,45,65,False,17.2970666,78.37999551,Pending,2026-05-27 08:52:51
C00995,Public nuisance,Public nuisance. That western want have me suffer purpose store go price.,Public Safety,High,100,85,False,17.27219719,78.39353815,Pending,2026-04-24 08:52:51
C00996,Loose electric wire,Loose electric wire. Fight civil foot her feel director he indeed.,Electrical,High,52,8,False,17.49173409,78.56523034,Closed,2026-06-02 08:52:51
C00997,Sewage overflow,Sewage overflow. Your natural just kid walk final experience large data most address.,Drainage,High,76,26,False,17.38866161,78.39500813,Closed,2026-05-03 08:52:51
C00998,Road crack,Road crack. Near check field cover professor finally address young seven appear measure relationship compare lawyer rock feel.,Roads,High,68,91,False,17.4626167,78.61818001,Resolved,2025-08-05 08:52:51
C00999,Pipeline burst,Pipeline burst. Teach carry it resource crime forget sound professional Democrat situation necessary benefit.,Water Supply,Medium,29,62,False,17.48158653,78.59468642,Assigned,2025-12-30 08:52:51
C01000,Trash accumulation,Trash accumulation. Catch also rock talk population executive forward.,Sanitation,High,75,6,False,17.34767892,78.61725678,Assigned,2025-06-16 08:52:51
C01001,Park maintenance issue,Park maintenance issue. Many memory he along learn land into human budget cold we room.,Parks,Low,11,5,False,17.34151936,78.57454558,Closed,2026-01-01 08:52:51
C01002,Trash accumulation,Trash accumulation. Power democratic ahead sense push sure foot.,Sanitation,High,55,38,False,17.25267839,78.34937613,Resolved,2025-10-28 08:52:51
C01003,Public nuisance,Public nuisance. Town south charge interest evidence arrive goal statement impact.,Public Safety,High,57,54,False,17.44516044,78.47548406,Closed,2026-01-29 08:52:51
C01004,Illegal parking,Illegal parking. Point explain consider member Mr glass southern buy system similar laugh memory either lot different leader.,Traffic,Low,25,93,False,17.39954637,78.62392236,In Progress,2026-02-28 08:52:51
C01005,Overflowing waste bins,Overflowing waste bins. Voice accept determine region company peace break laugh per respond manager natural.,Sanitation,Medium,47,36,False,17.41976474,78.63572556,In Progress,2025-07-19 08:52:51
C01006,Street light not working,Street light not working. Science if job design time change building else available this perform central win accept health.,Electrical,High,58,3,False,17.34489806,78.47436205,In Progress,2025-10-01 08:52:51
C01007,Loose electric wire,Loose electric wire. Themselves serve wear market first stay wonder old establish ok order animal.,Electrical,Medium,40,82,False,17.2713813,78.49508031,In Progress,2025-09-28 08:52:51
C01008,Drain blockage,Drain blockage. Realize successful sit challenge marriage who analysis his rich service.,Drainage,High,52,28,False,17.38000297,78.35594526,Assigned,2026-02-03 08:52:51
C01009,Waterlogging,Waterlogging. Yeah relationship foreign provide fish detail improve south type report do full whatever unit.,Drainage,Medium,40,10,False,17.50843138,78.6116755,Assigned,2026-03-30 08:52:51
C01010,Public nuisance,Public nuisance. There without process over second me crime church can including successful provide lot.,Public Safety,Medium,45,95,False,17.35035792,78.54787893,In Progress,2025-08-10 08:52:51
C01011,Abandoned vehicle,Abandoned vehicle. Future loss tend growth make back night early suggest bad set fear represent open.,Public Safety,Low,3,55,False,17.30181603,78.51212931,Pending,2026-05-04 08:52:51
C01012,Park maintenance issue,Park maintenance issue. What off tend poor fact article reduce food quality arrive yet subject letter.,Parks,Medium,30,2,False,17.47778673,78.50224932,In Progress,2025-07-19 08:52:51
C01013,No water supply,No water supply. Pressure fire lot effort nation property daughter with article should fly market war animal military.,Water Supply,Medium,43,64,False,17.53072246,78.55451519,Assigned,2025-08-20 08:52:51
C01014,Traffic signal failure,Traffic signal failure. Marriage shake institution area to member behavior these join respond staff side do major no.,Traffic,Medium,50,96,False,17.48336118,78.5243122,Resolved,2025-12-07 08:52:51
